id,property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant_room,store_room,furnishing_type,luxury_category,floor_category,img,society,near_locatio
1929,flat,sohna road,0.91,3.0,3.0,3,Relatively New,1599.0,0.0,0.0,unfurnished,High,Low Floor,static/data/39.jpg,Signature Global Park,"{'Global city centre': '850 m', 'Sohna road dhunela': '1.2 KM', 'Gd goenka university': '3.3 KM', 'Vardaan hospital and trauma centre': '5.2 KM', 'Maharana pratap school': '7.7 KM', 'Sector 55-56 metro': '19.4 KM', 'Garhi harsaru railway station Gurgaon': '29.5 KM', 'Indira Gandhi International Airport': '34.5 KM'}"
1930,house,sector 4,5.0,3.0,3.0,2,Old Property,4950.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/40.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1931,house,sector 2,2.95,4.0,4.0,3+,Old Property,1845.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/41.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1932,flat,sector 85,1.85,3.0,4.0,3,Relatively New,2179.0,1.0,0.0,semifurnished,Low,Low Floor,static/data/42.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1933,flat,sector 70,1.15,2.0,2.0,3,Relatively New,1222.0,0.0,0.0,unfurnished,Low,Mid Floor,static/data/43.jpg,Shree Vardhman Victoria,"{'Golf Course Extn Road': '200 Meter', 'Sohna Road': '500 Meter', 'Tulip Violet Society, Sector 69': '1.8 KM', 'Spaze Palazo, Golf Course Ext Rd': '3.3 KM', 'Federal Bank Sector 71': '3.4 KM', 'Kunskapsskolan International': '3.4 KM', 'Southern Peripheral Rd, Gurugram': '3.5 KM', 'Ektaa Hospitals  Main Sohna Rd': '4 KM', 'Central Bank Of India Sohna Rd': '4.2 KM', 'Sanjeevani Hospital - Child Specialist': '4.2 KM', 'VATIKA BUSINESS PARK Sohna Rd': '4.2 KM', 'IndianOil, Hasanpur': '4.5 KM', 'The Medicity, Spaze iTech Park': '5 KM', 'Axis Bank, Sohna Rd': '5.6 KM', 'Airia Mall': '5.9 KM'}"
1934,house,sector 39,1.7,2.0,2.0,3+,Moderately Old,900.0,1.0,1.0,unfurnished,Low,Mid Floor,static/data/44.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1935,flat,sector 67a,1.62,3.0,3.0,2,New Property,1346.0,0.0,1.0,semifurnished,Medium,Mid Floor,static/data/45.jpg,Ireo The Corridors,"{'Lovely Public School': '2.9 Km', 'Southern Peripheral Road': '3.7 Km', 'Paras Trinity Mall': '3.7 Km', 'KIIT College of Engineering': '4.1 Km', 'PVR Drive in Theatre': '5.6 Km', 'De Adventure Park': '6 Km', 'Lemon Tree Hotel, Sohna Road': '6.6 Km', 'AIPL Business Centre': '9.8 Km', 'Huda Metro Station (Gurugram)': '9.9 Km', 'Teri Golf Course': '12.7 Km', 'Indira Gandhi International Airport': '24.8 Km', 'Radisson Hotel': '5.8 km'}"
1936,flat,sector 22,2.4,2.0,2.0,2,Relatively New,1200.0,0.0,0.0,furnished,Medium,Mid Floor,static/data/46.jpg,Ambience Creacions,"{'Old Delhi Gurgaon Road': '61 Meter', 'Hyatt Place Gurgaon Udyog Vihar': '650 Meter', 'Rotary Public School': '850 Meter', 'Candor Techspace': '1.3 KM', 'The NorthCap University': '2.6 KM', 'Hamoni Golf Camp': '2.7 KM', 'Fun N Food WaterPark': '3.2 KM', 'Manipal Hospital, Palam Vihar': '3.4 KM', 'Gurgaon - Delhi Expy': '4.8 KM', 'Ambience Mall': '5.3 KM', 'Moulsari Avenue': '6.2 KM', 'Gurgaon Railway Station': '8.3 KM', 'Tau DeviLal Sports Complex': '8.8 KM', 'Indira Gandhi International Airport': '11 KM'}"
1937,flat,sector 90,1.21,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/47.jpg,Dlf New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}"
1938,flat,sector 85,1.3,2.0,2.0,3+,Relatively New,1406.0,0.0,1.0,unfurnished,Medium,High Floor,static/data/48.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1939,flat,sector 70,1.67,3.0,5.0,3,Moderately Old,1527.0,1.0,0.0,unfurnished,Medium,Mid Floor,static/data/49.jpg,Shree Vardhman Victoria,"{'Golf Course Extn Road': '200 Meter', 'Sohna Road': '500 Meter', 'Tulip Violet Society, Sector 69': '1.8 KM', 'Spaze Palazo, Golf Course Ext Rd': '3.3 KM', 'Federal Bank Sector 71': '3.4 KM', 'Kunskapsskolan International': '3.4 KM', 'Southern Peripheral Rd, Gurugram': '3.5 KM', 'Ektaa Hospitals  Main Sohna Rd': '4 KM', 'Central Bank Of India Sohna Rd': '4.2 KM', 'Sanjeevani Hospital - Child Specialist': '4.2 KM', 'VATIKA BUSINESS PARK Sohna Rd': '4.2 KM', 'IndianOil, Hasanpur': '4.5 KM', 'The Medicity, Spaze iTech Park': '5 KM', 'Axis Bank, Sohna Rd': '5.6 KM', 'Airia Mall': '5.9 KM'}"
1940,flat,sector 82,1.0,2.0,2.0,2,Relatively New,1299.0,0.0,0.0,unfurnished,Medium,High Floor,static/data/50.jpg,Vatika The Seven Lamps,"{'SS Omnia Mall': '3.3 Km', 'Nakhrola Stadium': '3.4 Km', 'Hyatt Regency Gurgaon': '3.9 Km', 'Arc Multi Speciality Hospital': '4.1 Km', 'Knowledge Tree World School': '4.4 Km', 'IMT Manesar': '8.8 Km', 'DPG Institute of Technology': '10.7 Km', 'SkyJumper Trampoline Park': '12.5 Km', 'Golf Course Ext Rd': '15 Km', 'Indira Gandhi International Airport': '28.9 Km'}"
1941,flat,gwal pahari,5.9,4.0,4.0,3+,New Property,4842.0,1.0,1.0,semifurnished,High,High Floor,static/data/51.jpg,Paras Quartier,"{'Sector 55-56 Metro Station': '5 Km', 'Teri Golf Course': '1.5 Km', 'ASF Insignia SEZ': '3.6 Km', 'Sushant University': '5 Km', 'Faridabad - Gurgaon Road': '6 Meter', 'Golden Tulip Suites Gurgaon': '2.1 Km', 'Paras Hospitals, Gurgaon': '7.4 Km', 'South point Mall': '7.9 Km', ""Oyster's Water Park"": '10.8 Km', 'NH 148A': '7.9 Km', 'Indira Gandhi International Airport': '20.1 Km', ""Lingaya's Lalita Devi Institute"": '3.4 Km', 'Pathways School Gurgaon': '3.2 Km'}"
1942,house,sector 109,6.0,4.0,5.0,3+,Relatively New,2430.0,1.0,0.0,semifurnished,Medium,Low Floor,static/data/52.jpg,International City By Sobha Phase 1,"{'The Shikshiyan School': '2.9 Km', 'Dharampeth Main Road': '3.3 Km', 'Dwarka Expressway': '3.7 Km', 'Luxus Haritma Resort': '4.2 Km', 'BSF Golf Course': '4.7 Km', ""Rion's Hospital"": '5.7 Km', 'Gurgaon railway station': '6.2 Km', 'The NorthCap University': '8.1 Km', 'Dwarka sector 21 metro station': '9.9 Km', 'Pacific D21 Mall': '10 Km', ""Oyster's Water Park"": '15.1 Km', 'The Executive Centre': '16.9 Km', 'Indira Gandhi International Airport': '17.7 Km'}"
1943,flat,sector 90,1.54,4.0,4.0,3+,Moderately Old,2200.0,1.0,0.0,semifurnished,Medium,High Floor,static/data/53.jpg,Dlf New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}"
1944,house,sector 69,2.95,4.0,3.0,2,New Property,1800.0,0.0,0.0,furnished,Medium,Mid Floor,static/data/54.jpg,Tulip Yellow,"{'The Vivekananda School': '250 Meter', 'Southern Peripheral Road': '1.3 KM', 'De Adventure Park': '3.7 KM', 'Airia Mall': '3.9 KM', 'Badshahpur Sohna Rd Hwy': '5 KM', 'DLF Corporate Greens': '5.4 KM', 'Holiday Inn Express Gurugram Sector 50': '6.2 KM', 'Gurugram University': '6.8 KM', 'Tau DeviLal Sports Complex': '8.6 KM', 'Sector 55-56 Metro Station': '9.2 KM', 'Aryan Hospital': '10.7 KM', 'Gurgaon Railway Station': '13 KM', 'Indira Gandhi Intl Airport': '24.1 KM'}"
1945,house,sector 23,4.0,3.0,3.0,2,Moderately Old,2430.0,1.0,0.0,semifurnished,Medium,Low Floor,static/data/55.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1946,flat,sector 68,1.9,3.0,3.0,3+,Under Construction,2288.0,1.0,0.0,unfurnished,Low,Low Floor,static/data/56.jpg,Pareena Mi Casa,"{'Sohna Road': '1 Km', 'V Club': '3.4 Km', 'Airia Mall': '3.7 Km', 'The Vivekananda School': '3.8 Km', 'Radisson Hotel Gurugram Sohna Road': '4.7 Km', 'Fitso Sector 48 Spuddy, Badminton': '4.7 Km', 'Golden Greens Golf & Resorts': '6.7 Km', 'Gurugram University': '7 Km', 'Hong Kong Bazaar': '7.6 Km', 'SCC Drive-In Cinema': '7.7 Km', 'W Pratiksha Hospital': '7.9 Km', 'Delhi Jaipur Expressway': '8 Km', 'Sector 55-56 Metro Station': '9 Km', 'SkyJumper Trampoline Park': '9.8 Km', 'Indira Gandhi International Airport': '27.8 Km'}"
1947,flat,sector 81,1.35,3.0,3.0,3+,Old Property,1989.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/57.jpg,Bestech Park View Ananda,"{'Miracles Apollo Cradle /Spectra Hospital': '0.8 Km', ""St. Xavier's High School"": '1.9 Km', 'Sapphire 83 Mall': '2.1 Km', 'Heritage Village Resort & Spa': '3.6 Km', 'Dwarka Expressway': '6.3 Km', 'Metro Station Kankrola sec 87': '6.8 Km', 'IMT Manesar': '7.7 Km', 'National Tennis Academy': '10.4 Km', 'SkyJumper Trampoline Park': '13.1 Km', 'Indira Gandhi International Airport': '29.6 Km'}"
1948,flat,sohna road,1.1,2.0,2.0,3+,Relatively New,1319.0,0.0,0.0,semifurnished,Low,High Floor,static/data/58.jpg,Eldeco Accolade,"{'Sohna Road': '0.1 Km', 'Damdama More': '1 Km', 'Civil Hospital': '1.4 Km', 'GD Goenka World School': '1.7 Km', 'K.R. Mangalam University': '2.2 Km', 'Global City Centre': '3 Km', 'Western Peripheral Expressway': '10 Km'}"
1949,flat,sector 82,1.38,4.0,5.0,3+,Relatively New,2294.0,1.0,0.0,unfurnished,Medium,High Floor,static/data/59.jpg,Mapsko Casa Bella,"{'Vatika City Centre Mall': '2.9 Km', 'Aarvy Healthcare': '4 Km', 'Holiday Inn Gurugram': '4.4 Km', 'Broadways International School': '4.8 Km', 'Imt Manesar': '10 Km', 'DPG Institute of Technology': '10.5 Km', 'Pataudi Road': '11 Km', 'Sultanpur National Park': '12.9 Km', 'HUDA Mini Golf Course': '13.5 Km', 'SkyJumper Trampoline Park': '14.2 Km', 'Indira Gandhi International Airport': '28.2 Km'}"
1950,flat,sector 86,1.35,3.0,3.0,1,Relatively New,1746.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/60.jpg,Dlf The Skycourt,"{'Holiday Inn Hotel Sector 90': '1.7 Km', 'Rao Bharat Singh International School': '2.3 Km', 'Aarvy Healthcare': '3.2 Km', 'NH-8, Imt Manesar': '8.7 Km', 'Imt Manesar': '5.9 Km', 'Sapphire 83 Mall': '6.1 Km', 'National Tennis Academy Sector 98': '7.2 Km', 'DPG Institute of Technology': '13.3 Km', 'Indira Gandhi International Airport': '31.6 Km', 'Aapno Ghar': '9.4 Km'}"
1951,flat,sector 108,1.02,2.0,3.0,3,Relatively New,1283.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/61.jpg,Experion The Heartsong,"{'Galleria 108 Mall': '0.65 Km', 'The Shikshiyan School': '0.75 Km', 'Dwarka Expressway': '3 Km', 'Manipal Hospital': '8.5 Km', 'SkyJumper Trampoline Park': '12.1 Km', 'Vivanta New Delhi, Dwarka': '13.3 Km', 'Fun N Food Village': '14.1 Km', 'Central Peripheral Road': '14.8 Km', 'Indira Gandhi International Airport': '20.5 Km'}"
1952,flat,sector 86,1.54,4.0,4.0,3+,Moderately Old,2139.0,1.0,0.0,unfurnished,Medium,High Floor,static/data/62.jpg,Dlf New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}"
1953,flat,sector 90,1.65,4.0,4.0,3+,Relatively New,1900.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/63.jpg,Dlf Regal Gardens,"{'HDFC Bank, Pataudi Rd': '1.6 KM', 'Holiday Inn Gurugram Sector 90': '1.6 KM', 'SS Omnia, Sector 86': '1.9 KM', 'Canara Bank - Nawada Fatehpur': '2.2 KM', 'ICICI Bank ATM, Sector 86': '2.3 KM', 'RPS International School': '2.3 KM', 'Silver Streak Multi Speciality': '2.3 KM', 'Aarvy Healthcare Super Speciality': '2.9 KM', 'RHM Public School': '3 KM', 'Miracles Apollo Cradle Hospital': '3.2 KM', 'Minda Industries Nawada Fatehpur': '4.2 KM', 'Numberdar market, IMT Manesar': '4.2 KM', ""Sodhi's Supermarket, Sector 82"": '4.6 KM', 'M3M SCO Shop cum Office': '4.8 KM', 'State Bank of India': '5.7 KM'}"
1954,flat,sector 51,1.7,3.0,4.0,3,Moderately Old,1773.0,0.0,1.0,unfurnished,Medium,Low Floor,static/data/64.jpg,Orchid Island,"{'Artemis Hospital': '1.1Km', 'Garima Public School': '1.6Km', 'Gurugram University': '2.6Km', 'Tigra Market': '2.8Km', 'Imperfecto Patio': '2.8Km', 'ISKCON Temple': '3.5km', 'APJ Abdul Kalam Park': '3.9Km', 'Rapid Metro Sector 55-56': '4.9Km', 'IGI Airport': '21.8Km'}"
1955,house,sector 2,4.99,4.0,4.0,3+,Moderately Old,2642.0,1.0,1.0,unfurnished,Low,Mid Floor,static/data/65.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1956,flat,sector 37d,1.35,3.0,3.0,3+,Under Construction,1600.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/66.jpg,Signature Global City 37d Ph 2,"{'Medanta-The Medicity': '9 KM', 'Park Hospital': '800 M', 'SGT Hospital 1': '1 KM', 'Dwarka Expressway': '2 KM', 'Pataudi Road': '1 KM', 'Euro International School': '800 M', 'Suncity School': '800 M', 'Green Field School': '1 KM', 'Narayana E Techno': '1 KM', 'Alpine Convent School': '1.5 KM', 'Little E Step –Pre School': '1 KM', 'Sheetla Mata Mandir': '11 KM'}"
1957,flat,sector 61,1.7,2.0,2.0,2,Under Construction,1244.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/67.jpg,Smart World Orchard,"{'Golf Course Ext Road': '1.1 KM', 'Sector 55-56 Metro station': '1.9 KM', 'Bestech Central Square Mall': '2.5 KM', 'ORCHIDS The International School': '3.1 Km', 'Sushant University': '3.5 KM', 'Marengo Asia Hospitals': '8.8 KM', 'Badshahpur Sohna Rd Hwy': '12.5 KM', 'Gurgaon Railway Station': '16 KM', 'Indira Gandhi Intl Airport': '19.3 KM'}"
1958,flat,sector 65,5.0,3.0,3.0,3+,Relatively New,2800.0,1.0,0.0,semifurnished,High,High Floor,static/data/68.jpg,M3m Golfestate,"{'Shiksha Bharti Public School': '2.3 Km', 'Holiday Inn Express Gurugram': '2.7 Km', 'Park Hospital': '2.9 Km', 'Gurugram University': '4.1 Km', 'NH 248A': '5.2 Km', 'Sector 54 Chowk Metro Station': '7.5 Km', 'Sahara Mall': '14.1 Km', 'Garhi Harsaru Junction': '18.9 Km', 'Indira Gandhi International Airport': '24.2 Km'}"
1959,flat,sohna road,0.83,3.0,2.0,2,New Property,1244.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/69.jpg,Signature Global Park,"{'Global city centre': '850 m', 'Sohna road dhunela': '1.2 KM', 'Gd goenka university': '3.3 KM', 'Vardaan hospital and trauma centre': '5.2 KM', 'Maharana pratap school': '7.7 KM', 'Sector 55-56 metro': '19.4 KM', 'Garhi harsaru railway station Gurgaon': '29.5 KM', 'Indira Gandhi International Airport': '34.5 KM'}"
1960,flat,sector 61,2.1,3.0,3.0,3,Relatively New,1592.0,0.0,0.0,semifurnished,Low,High Floor,static/data/70.jpg,Pioneer Park,"{'Hong Kong Bazaar': '1.6 Km', 'W Pratiksha Hospital': '1.9 Km', 'AIPL Business Club': '2.2 Km', 'Golf Course Ext Rd': '2.8 Km', 'Sector 55-56 Rapid Metro': '3 Km', 'PVR Drive In Theatre': '3.4 Km', 'Gurugram University': '4.5 Km', 'Duke Horse Riding Club': '5.2 Km', 'Surajgarh Gurgaon': '5.6 Km', 'Pathways School Gurgaon': '6.9 Km', 'Radisson Hotel Gurugram': '7.6 Km', 'SkyJumper Trampoline Park': '8.2 Km', 'DLF Golf and Country Club': '10.3 Km', 'Indira Gandhi International Airport': '20.4 Km'}"
1961,flat,sector 104,2.65,4.0,4.0,3+,Relatively New,2898.0,1.0,0.0,semifurnished,Low,High Floor,static/data/71.jpg,Ats Triumph,"{'Dhanwapur Road': '1.9 Km', 'Dwarka Expressway': '2.9 Km', 'Govt. PG College': '3 Km', 'Shree Krishna Hospital': '3.4 Km', 'Delhi Public School': '3.5 Km', 'Basai Dhankot': '4.3 Km', 'The Esplanade Mall': '4.8 Km', 'Park Inn': '6.9 Km', 'The NorthCap University': '9.8 Km', ""Oyster's Water Park"": '12 Km', 'IFFCO Chowk Metro Station': '12.2 Km', 'DLF Golf and Country Club': '15.5 Km', 'The Executive Centre': '16.4 Km', 'Indira Gandhi International Airport': '22.1 Km'}"
1962,flat,sector 85,1.1,2.0,2.0,3,Relatively New,1173.0,0.0,0.0,unfurnished,Medium,High Floor,static/data/72.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1963,house,sector 6,0.5,3.0,3.0,2,Moderately Old,600.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/73.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1964,flat,sector 88a,1.75,3.0,3.0,3+,New Property,1306.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/74.jpg,Godrej Icon,"{""Saint Paul's School"": '1.8 Km Away', 'Indus valley Public School': '3.4 Km Away', 'MDS Public School': '4.9 Km Away', 'Genesis Hospital': '3.4 Km Away', 'Shri Balaji’s Multispeciality Hospital': '7 Km Away', 'Signature Super Speciality Hospital': '6.2 Km Away', 'Gurugram University': '15 Km Away', 'Hyatt Regency Gurgaon': '8.8 Km Away', 'Harsaru Village Bus Stop': '1.1 Km Away', 'Garhi Harsaru Junction': '3.2 Km Away', 'Health care pharmacy': '4.3 Km Away', 'Jadon Pharmacy': '5 Km Away', 'JMS Crosswalk': '3.1 Km Away', 'Essar Petrol Pump': '1.1 Km Away', 'Axis Bank ATM': '750 m Away'}"
1965,flat,sector 85,2.2,4.0,5.0,3+,Relatively New,2545.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/75.jpg,Ss The Leaf,"{'Delhi Public School Sector 84': '0.65 Km', 'Genesis Hospital Sector 84': '0.7 Km', 'Sapphire 83 Mall': '2.6 Km', 'Holiday Inn Hotel Sector 90': '3 Km', 'Dwarka Expressway': '3.8 Km', 'Central Peripheral Road': '3.9 Km', 'Nakhrola Stadium Sector 81A': '5.3 Km', 'NH 08': '8.1 Km', 'Imt Manesar': '8.1 Km', 'Pataudi Road': '9.2 Km', 'DPG Institute of Technology': '11.6 Km', 'SkyJumper Trampoline Park': '13.4 Km', 'Indira Gandhi International Airport': '29.9 Km'}"
1966,house,sector 9,0.35,2.0,2.0,1,Old Property,360.0,0.0,0.0,unfurnished,Low,Low Floor,static/data/76.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1967,flat,sector 28,6.2,3.0,4.0,3+,Relatively New,2000.0,1.0,0.0,semifurnished,High,High Floor,static/data/77.jpg,Suncity Platinum Towers,"{'Umkal Hospital': '450 Meter', 'Iffco Chowk': '500 Meter', 'MG Road': '2.2 KM', 'Plaza Mall': '2.4 KM', 'MGF Metropolitan Mall': '2.5 KM', 'NH 48': '3.8 KM', 'Paras Hospitals, Gurgaon': '4.5 KM', 'Lancers International School': '6.4 KM', 'Sushant University': '7.7 KM', 'The NorthCap University': '9 KM', 'Indira Gandhi Intl Airport': '15.5 KM'}"
1968,house,sector 57,8.0,5.0,4.0,3,Relatively New,2700.0,1.0,0.0,unfurnished,Low,Low Floor,static/data/78.jpg,Independent,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}"
1969,flat,sector 72,3.2,4.0,4.0,3+,Moderately Old,2600.0,1.0,0.0,semifurnished,High,Mid Floor,static/data/79.jpg,Tata Primanti,"{'Sohna Gurgaon Road': '1 Km', 'Omaxe City Centre': '2.6 Km', 'Spaze Itech Park': '2.8 Km', 'Pallavan PreSchool, Sohna Road': '3.3 Km', 'Radisson Hotel Gurugram Sohna Road': '3.5 Km', 'Polaris Hospital': '3.6 Km', 'SkyJumper Trampoline Park Gurgaon': '3.9 Km', 'Sector 55-56 Metro Station': '7.7 Km', 'Faridabad Gurgaon Road': '10 Km', 'RBSM Public school': '11 Km'}"
1970,flat,sector 106,1.05,2.0,2.0,2,New Property,1539.0,0.0,0.0,unfurnished,Medium,Mid Floor,static/data/80.jpg,Paras Dews,"{'NeoSquare Shopping Mall': '1.3 Km', 'Glorious World School': '1.9 Km', 'Chirag Hospital': '2.4 Km', 'Hamoni Golf Camp': '8.5 Km', 'Country Inn & Suites by Radisson': '7.9 Km', 'SkyJumper Trampoline Park': '10.6 Km', 'DPG Institute of Technology': '11.8 Km', 'MG Road Metro Station': '11.4 Km', 'Indira Gandhi International Airport': '19.4 Km', 'Gurgaon': '2.9 Km', 'Dwarka Expressway': '1.7 Km'}"
